SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
1_5953,1_5953_u,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,0:07,HOWARD,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_3125,1_3125_u,"But if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one.",0:07,HOWARD,BBT,1.0,EMB,Disgust,Neutral,3.0,8.0
3_S04E01_575,3_S04E01_575_u,"But since your failure as a leader is a virtual certainty, tolerating your short reign as CEO in exchange for a front-row seat to the disaster seems fair.",0:11.73999,GILFOYLE,SV,1.0,EMB,Ridicule,Surprise,3.0,8.0
2_343,2_343_u,"So to sum up, I'm Professor Geller.",0:04,ROSS,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E04_040,1_S12E04_040_u,Tell us the truth. Did she get you pregnant?,0:2.735,PENNY,BBT,1.0,PRO,Disgust,Surprise,2.0,7.0
1_5581,1_5581_u,I gargled with tequila and may have swallowed a teeny bit.,0:04,SHELDON,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
1_S09E03_170,1_S09E03_170_u,"I've done it, like, a dozen times.",0:01.433000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E06_019,1_S11E06_019_u,"He was cremated, and his remains were put in a baking soda volcano.",0:3.2,HOWARD,BBT,1.0,EMB,Ridicule,Neutral,2.0,7.0
1_S09E20_179,1_S09E20_179_u,No. You'll wish it would kill you.,0:1.834999,LEONARD,BBT,1.0,PRO,Ridicule,Neutral,3.0,7.0
2_532,2_532_u,"The Jamestown colony of Virginia. You see King George is giving us the land, so.",0:06,CHANDLER,FRIENDS,1.0,PRO,Frustration,Happiness,3.0,7.0
2_473,2_473_u,I'm the supply manager.,0:01,PERSON,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_135,2_135_u,"No, she I supset because Jimmy Swaager can't cover his motel bill",0:07,DOROTHY,GOLDENGIRLS,1.0,ILL,Frustration,Sadness,3.0,7.0
2_594,2_594_u,I can't believe it.  Can I tell you something? I'm a little mad at him now.,0:07,ROSS,FRIENDS,0.0,NONE,Anger,Anger,3.0,7.0
3_S06E03_366,3_S06E03_366_u,The-the same way we can buy America and everything in it.,0:2.542,RICHARD,SV,1.0,PRO,Ridicule,Neutral,4.0,6.0
1_S11E08_142,1_S11E08_142_u,Great. I want answers and he'd better give them to us.,0:03.300000,HOWARD,BBT,0.0,NONE,Frustration,Frustration,4.0,6.0
1_S10E03_154,1_S10E03_154_u,"This was the husband and this was the wife. They'd go out on adventures together. Cruises, skiing, horseback riding. That was really me just duct taping them to our dog.",0:11.333000,BERNADETTE,BBT,0.0,NONE,Happiness,Happiness,6.0,7.0
1_11697,1_11697_u,The answer's in this puzzle box. Let's see if you can open it.,0:05,PENNY,BBT,1.0,ILL,Anger,Happiness,3.0,8.0
1_S11E04_137,1_S11E04_137_u,"""Daddy's little girl""?",0:02.930000,BERNADETTE,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_4789,1_4789_u,"I don't know. Somebody bigger and... Yeah, sure. Why not you?",0:06,PERSON,BBT,1.0,PRO,Ridicule,Surprise,2.0,6.0
2_548,2_548_u,"Almost! But first, we gotta start.",0:02,PERSON,FRIENDS,1.0,PRO,Ridicule,Happiness,4.0,6.0
1_5211,1_5211_u,"Saying that while holding a snowflake is a bit heavy-handed, don't you think?",0:05,AMY,BBT,1.0,PRO,Disgust,Neutral,3.0,6.0
1_10859,1_10859_u,I don't need a reason-- it's my house.,0:03,HOWARD,BBT,0.0,NONE,Frustration,Frustration,4.0,5.0
1_S11E07_381,1_S11E07_381_u,Bert asked for my help.,0:01.370000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_11736,1_11736_u,"I don't know, perhaps somebody took it off the carousel by mistake?",0:03,PERSON,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
1_5964,1_5964_u,Smart. Whisper so the deaf chick can't hear you.,0:04,HOWARD,BBT,1.0,PRO,Disgust,Happiness,4.0,7.0
1_S11E12_237,1_S11E12_237_u,Why can't Amy drive you?,0:01.468000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E08_113,1_S11E08_113_u,"Yeah, just turn off your brain and let your uterus do its magic.",0:04.060000,RAJ,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
2_464,2_464_u,"Oh, uh, no thanks. I just had an M&M.",0:02,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,4.0,6.0
2_419,2_419_u,Uh-huh!,0:01,PHOEBE,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_254,2_254_u,"Yeah. Yeah, that's what you need a good .. pill.",0:02,PHOEBE,FRIENDS,1.0,PRO,Disgust,Neutral,4.0,7.0
2_490,2_490_u,"Maybe it's a contest, you know? Like ""Collect all five"".",0:04,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Happiness,3.0,7.0
1_S11E04_315,1_S11E04_315_u,Okay... I'm pretty sure they're not best friends.,0:06.680000,AMY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
3_S06E05_355,3_S06E05_355_u,"Well, maybe some time when you're working on something, I can come interrupt your flow and use words incorrectly to tell you about it.",0:10.04199,OTHER,SV,1.0,PRO,Frustration,Frustration,3.0,7.0
1_S09E01_403,1_S09E01_403_u,That's ridiculous.,0:01.566000,PENNY,BBT,0.0,NONE,Frustration,Frustration,3.0,8.0
2_525,2_525_u,"Y'know what I mean, like dubbies?",0:01,RACHEL,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_208,2_208_u,It's that whole sensitive thing.,0:01,JOEY,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_42,2_42_u,"Look, please, please don't go anywhere, okay?",0:02,PERSON1,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
1_7089,1_7089_u," Yeah, we, uh, made gift bags, had wine, and then went online and saw this.",0:1,BERNADETTE,BBT,1.0,PRO,Anger,Happiness,3.0,7.0
1_11120,1_11120_u,"Next time I might be in a rush, it's good to have a few in the bank.",0:04,SHELDON,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S09E01_379,1_S09E01_379_u,Oh. That's so sweet of you.,0:01.699000,PENNY,BBT,0.0,NONE,Happiness,Happiness,7.0,6.0
3_S02E02_081,3_S02E02_081_u,But the fact that you're so sorry makes it all better.,0:2.959000,GILFOYLE,SV,1.0,EMB,Anger,Happiness,3.0,7.0
1_S10E14_476,1_S10E14_476_u,"Oh, so all we need to do is get Sheldon knocked up.",0:3.670999,PENNY,BBT,1.0,PRO,Ridicule,Excitement,3.0,7.0
3_S03E03_012,3_S03E03_012_u,I can't believe you suggested the idea of building a fucking appliance.,0:02.918000,DINESH,SV,0.0,NONE,Disgust,Disgust,3.0,7.0
1_S10E01_225,1_S10E01_225_u,"Well, he probably buys his illegal drugs from a local vendor.",0:3.5,OTHER,BBT,1.0,PRO,Ridicule,Neutral,3.0,8.0
1_7357,1_7357_u,I'm starting to get a sense of it.,0:05,LEONARD,BBT,1.0,PRO,Frustration,Neutral,4.0,7.0
1_11322,1_11322_u,"You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",0:06,PENNY,BBT,1.0,PRO,Disgust,Happiness,4.0,7.0
1_S12E11_199,1_S12E11_199_u,"""Pretty well""?",0:2.335999,RAJ,BBT,1.0,ILL,Disgust,Surprise,4.0,7.0
2_146,2_146_u,"So Ross, how umm, how did it go with Bonnie?",0:03,PHOEBE,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
3_S04E05_497,3_S04E05_497_u,"So, you're not mad at me anymore?",0:02.090000,OTHER,SV,0.0,NONE,Sadness,Sadness,4.0,5.0
1_S10E03_224,1_S10E03_224_u,My head hurts and I'm more tired than ever.,0:04.376000,SHELDON,BBT,0.0,NONE,Frustration,Frustration,4.0,3.0
1_S11E03_250,1_S11E03_250_u,Why should I bow out?,0:01.670000,STUART,BBT,0.0,NONE,Frustration,Frustration,4.0,6.0
2_323,2_323_u,That monkey has got a Ross on its ass!,0:03,CHANDLER,FRIENDS,1.0,EMB,Ridicule,Neutral,2.0,8.0
3_S04E06_526,3_S04E06_526_u,Does it look like I care?,0:02.330000,GILFOYLE,SV,0.0,NONE,Disgust,Disgust,4.0,5.0
1_S12E16_140,1_S12E16_140_u,"Oh, no, this is the rest of our lives.",0:4.371000,AMY,BBT,1.0,PRO,Frustration,Excitement,4.0,8.0
1_11242,1_11242_u,"I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",0:09,BERNADETTE,BBT,1.0,EMB,Anger,Happiness,2.0,8.0
3_S01E03_122,3_S01E03_122_u,Your borders are merely a construct. I prefer to think of myself as a citizen of the world.,0:4.994,GILFOYLE,SV,1.0,EMB,Ridicule,Excitement,4.0,8.0
2_536,2_536_u,What a baby.,0:01,CHANDLER,FRIENDS,0.0,NONE,Disgust,Disgust,4.0,6.0
1_6032,1_6032_u,"You see betrayal in others, but not yourself.",0:05,SHELDON,BBT,1.0,PRO,Disgust,Excitement,2.0,8.0
2_73,2_73_u,"Oh my god, you almost gave me a heart attack!",0:03,CHANDLER,FRIENDS,1.0,ILL,Anger,Sadness,3.0,7.0
2_87,2_87_u,Yeah it would!,0:03,ROSS,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_431,2_431_u,I'm never gonna get to meet her anyway.,0:02,JOEY,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
1_S11E06_448,1_S11E06_448_u,"Well, don't worry. He's now on my enemies list forever. He's totally cut off.",0:05.900000,SHELDON,BBT,0.0,NONE,Anger,Anger,3.0,6.0
2_374,2_374_u,Janice? Janice?,0:11,CHANDLER,FRIENDS,1.0,ILL,Anger,Surprise,3.0,7.0
2_463,2_463_u,Ok!,0:01,JOEY,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
3_S04E07_292,3_S04E07_292_u,Now I can give it to ERLICH.,0:2.29,OTHER,SV,1.0,PRO,Ridicule,Neutral,3.0,8.0
2_604,2_604_u,"No Rose, I am developing pictures from the magellan space probe",0:03,DOROTHY,GOLDENGIRLS,1.0,PRO,Frustration,Neutral,4.0,7.0
2_213,2_213_u,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",0:02,RACHEL,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E02_204,1_S12E02_204_u,Of course he knows what it is. He's the smartest man in the world.,0:4.571,PENNY,BBT,1.0,ILL,Ridicule,Neutral,4.0,8.0
1_4949,1_4949_u,"Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.",0:14,RAJ,BBT,0.0,NONE,Happiness,Happiness,6.0,7.0
1_S12E14_152,1_S12E14_152_u,It's nice they found each other.,0:5.405000,RAJ,BBT,1.0,ILL,Disgust,Happiness,3.0,7.0
3_S01E03_024,3_S01E03_024_u,Is it a margarita machine?,0:01.650000,GILFOYLE,SV,0.0,NONE,Excitement,Excitement,6.0,6.0
1_4995,1_4995_u,"Hey, you taught me something. Who would have thought it?",0:06,SHELDON,BBT,1.0,PRO,Disgust,Happiness,4.0,6.0
2_245,2_245_u,"Well ah, I've been doing a lot of thinking, and I look at my life",0:06,PERSON,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,6.0
1_S12E22_066,1_S12E22_066_u,"Apparently, a guy who wants to have his feelings hurt.",0:2.469000,HOWARD,BBT,1.0,PRO,Ridicule,Neutral,4.0,8.0
2_502,2_502_u,I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.,0:07,DOROTHY,GOLDENGIRLS,1.0,EMB,Ridicule,Sadness,4.0,6.0
2_316,2_316_u,"Yeah, I'm fine.",0:02,RACHEL,FRIENDS,0.0,NONE,Sadness,Happiness,4.0,5.0
2_345,2_345_u,Oh I left them in my bulldozer .. I don't have tools!,0:07,CHANDLER,FRIENDS,1.0,ILL,Frustration,Sadness,3.0,7.0
2_372,2_372_u,Actually I yesterday I was smoking again. Today I am smoking still.,0:04,CHANDLER,FRIENDS,1.0,EMB,Frustration,Happiness,3.0,7.0
3_S06E06_143,3_S06E06_143_u,I thought that was the company policy-these days.,0:4.459000,GILFOYLE,SV,1.0,ILL,Frustration,Neutral,4.0,7.0
1_4603,1_4603_u,Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.,0:09,HOWARD,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
2_465,2_465_u,"No Rose, that you should do.",0:02,DOROTHY,GOLDENGIRLS,1.0,PRO,Ridicule,Neutral,4.0,6.0
2_494,2_494_u,But younger than some buildings!,0:04,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Neutral,3.0,8.0
1_S11E07_265,1_S11E07_265_u,"Sheldon, that was pretty rude.",0:01.600000,LEONARD,BBT,0.0,NONE,Sadness,Neutral,4.0,4.0
1_2842,1_2842_u,"Oh, you know, Goth stuff. Goth magazines, Goth music.",0:05,HOWARD,BBT,0.0,NONE,Excitement,Excitement,6.0,7.0
1_7186,1_7186_u,"Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.",0:11,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_477,2_477_u,"And then and then you clicked it again, she's dressed. She is a business woman, she is walking down the street and oh oh oh she's naked.",0:08,CHANDLER,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_286,2_286_u,"And sometimes I would want you to steal third, and I'll go like this.",0:1,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,3.0,6.0
1_2669,1_2669_u,What did you mean when you said you were going to miss me?,0:04,LEONARD,BBT,0.0,NONE,Surprise,Surprise,6.0,6.0
1_S10E09_186,1_S10E09_186_u,Let it fly.,0:01.934000,LEONARD,BBT,0.0,NONE,Happiness,Neutral,6.0,6.0
1_S10E09_100,1_S10E09_100_u,It's like scrolling through the emojis on my phone.,0:04.971000,PENNY,BBT,0.0,NONE,Happiness,Neutral,6.0,6.0
2_443,2_443_u,"Dear god, this parachute is a knapsack",0:04,CHANDLER,FRIENDS,1.0,ILL,Disgust,Frustration,4.0,7.0
1_S12E06_010,1_S12E06_010_u,Did you know the Michael Myers mask from the film was actually a Captain Kirk mask turned inside out?,0:04.202000,LEONARD,BBT,0.0,NONE,Excitement,Neutral,6.0,5.0
1_S12E02_443,1_S12E02_443_u,I'm no longer happy.,0:02.267000,LEONARD,BBT,0.0,NONE,Sadness,Sadness,4.0,7.0
2_564,2_564_u,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",0:03,CHANDLER,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_378,2_378_u,"No Blanche, with a venus fly trap",0:03,DOROTHY,GOLDENGIRLS,1.0,PRO,Frustration,Excitement,3.0,7.0
1_S12E12_043,1_S12E12_043_u,"I open the door and say, ""Hey, Raj.""",0:3.09,HOWARD,BBT,1.0,PRO,Disgust,Excitement,4.0,7.0
1_3259,1_3259_u,"No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you.",0:09,PERSON,BBT,1.0,PRO,Disgust,Neutral,4.0,8.0
1_11889,1_11889_u,"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",0:04,BERNADETTE,BBT,0.0,NONE,Happiness,Happiness,7.0,7.0
1_4576,1_4576_u,"Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.",0:14,AMY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S10E06_166,1_S10E06_166_u,I feel like I'm selling candy so our team can get new uniforms.,0:04,PENNY,BBT,0.0,NONE,Disgust,Disgust,4.0,6.0
3_S05E05_119,3_S05E05_119_u,I'm worried about robots.,0:01.251000,GILFOYLE,SV,0.0,NONE,Fear,Fear,4.0,6.0
1_6426,1_6426_u,"You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",0:06,SHELDON,BBT,1.0,EMB,Disgust,Neutral,3.0,7.0
3_S01E03_359,3_S01E03_359_u,Hey! That is not Cherry Garcia.,0:02.128000,GILFOYLE,SV,0.0,NONE,Anger,Anger,4.0,5.0
1_S12E09_175,1_S12E09_175_u,"All right, great, can we go?",0:01.233000,PENNY,BBT,0.0,NONE,Excitement,Excitement,6.0,6.0
2_623,2_623_u,What do you know? Its a treat for the eyes and the ears.,0:05,CHANDLER,FRIENDS,1.0,ILL,Disgust,Happiness,4.0,7.0
1_7402,1_7402_u,I didn't know they gave Nobel prizes for making boom-boom in the potty.,0:05,LEONARD,BBT,1.0,EMB,Disgust,Neutral,4.0,7.0
1_105,1_105_u,I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.,0:06,SHELDON,BBT,1.0,EMB,Disgust,Neutral,2.0,6.0
1_4850,1_4850_u,I understand. Your loyalty is admirable. But what if I were to up the ante?,0:07,SHELDON,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_11306,1_11306_u,"I guess the sad truth is, not everyone will accomplish something great. Some of us may just have to find meaning in the little moments that make up life.",0:15,HOWARD,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
1_S10E21_200,1_S10E21_200_u,"What'd you do, delete your photo?",0:2.502999,SHELDON,BBT,1.0,PRO,Ridicule,Surprise,3.0,8.0
1_S12E08_135,1_S12E08_135_u,"He's our friend. What's up, pal?",0:03.535000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_8052,1_8052_u,Like Burt and Ernie. You guys even teach me stuff about words and numbers.,0:08,PENNY,BBT,1.0,ILL,Ridicule,Excitement,4.0,7.0
1_S09E03_241,1_S09E03_241_u,Every self-respecting gentleman should know how in case he comes across a damsel in distress by the side of the road.,0:06.171000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_347,2_347_u,Well what are you gonna do when he finds out he wasn't even asked?!,0:02,MONICA,FRIENDS,0.0,NONE,Frustration,Frustration,3.0,7.0
2_55,2_55_u,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",0:02,PERSON,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_319,2_319_u,No.,0:01,RACHEL,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
1_S12E01_274,1_S12E01_274_u,Just let it go.,0:01.733000,AMY,BBT,0.0,NONE,Frustration,Frustration,4.0,6.0
1_S12E05_134,1_S12E05_134_u,"First of all, I've totally done karaoke with a rock star.",0:04.837000,RAJ,BBT,0.0,NONE,Anger,Anger,3.0,6.0
1_S09E20_029,1_S09E20_029_u,You may need this more than I do.,0:5.439,SHELDON,BBT,1.0,ILL,Disgust,Excitement,3.0,7.0
2_526,2_526_u,"Ah well, this is the living room.",0:02,PERSON1,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_521,2_521_u,Uh-huh!,0:01,JOEY,FRIENDS,0.0,NONE,Disgust,Disgust,3.0,7.0
1_8505,1_8505_u,"A lane frequented by liars. Like you, you big liar!",0:04,RAJ,BBT,0.0,NONE,Anger,Anger,3.0,7.0
1_S12E04_076,1_S12E04_076_u,"I looked online. She doesn't have an Instagram, which means she's either 80 or something's wrong with her.",0:4.459999,PENNY,BBT,1.0,PRO,Ridicule,Disgust,3.0,8.0
1_S09E03_120,1_S09E03_120_u,We don't have any of those.,0:02.868000,RAJ,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_474,2_474_u,Lovely,0:01,CHANDLER,FRIENDS,1.0,ILL,Frustration,Happiness,3.0,7.0
1_S10E08_131,1_S10E08_131_u,The last green thing I saw you eat was a Skittle.,0:2.768999,LEONARD,BBT,1.0,PRO,Ridicule,Neutral,4.0,7.0
1_4552,1_4552_u,"...so anyway, to make a long story short, turns out I have an unusually firm cervix.",0:06,AMY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_420,2_420_u,"No you are not Chandler, we still love you Chandler",0:05,CHANDLER,FRIENDS,1.0,ILL,Anger,Anger,3.0,7.0
1_S11E04_005,1_S11E04_005_u,"Oh, that's sweet, but today is all about you.",0:04.610000,HOWARD,BBT,0.0,NONE,Happiness,Happiness,7.0,7.0
2_428,2_428_u,His legs flail about as if independent from his body,0:08,CHANDLER,FRIENDS,0.0,NONE,Excitement,Excitement,7.0,7.0
2_472,2_472_u,And I just won a million dollars!,0:05,CHANDLER,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_183,2_183_u,"No, rabies.",0:02,CHANDLER,FRIENDS,1.0,ILL,Anger,Anger,4.0,8.0
1_S12E07_147,1_S12E07_147_u,"Hmm. But you're not, are you?",0:03.802000,PENNY,BBT,0.0,NONE,Excitement,Excitement,4.0,6.0
3_S05E06_207,3_S05E06_207_u,I believe we all know who's the better coder anyway.,0:03.708000,GILFOYLE,SV,0.0,NONE,Neutral,Neutral,5.0,5.0
3_S01E03_021,3_S01E03_021_u,Like Jesus over Satan.,0:02.207000,GILFOYLE,SV,0.0,NONE,Neutral,Neutral,4.0,5.0
1_S11E13_211,1_S11E13_211_u,"Wow, I didn't think anything could top last night's spelling bee, but here comes math.",0:4.871,PENNY,BBT,1.0,EMB,Frustration,Excitement,4.0,7.0
1_S12E07_105,1_S12E07_105_u,"Should we form a line, or just do it like we're bobbing for apples?",0:3.937000,HOWARD,BBT,1.0,PRO,Ridicule,Neutral,2.0,8.0
2_406,2_406_u,For what? For letting you throw me out of your office?,0:02,ROSS,FRIENDS,1.0,PRO,Anger,Surprise,3.0,8.0
2_390,2_390_u,"No, I am depressed becaues Phillis George left the morning news.",0:05,DOROTHY,GOLDENGIRLS,1.0,ILL,Frustration,Sadness,3.0,6.0
1_S11E05_253,1_S11E05_253_u,Maybe there's something in the book that will help.,0:02.700000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_242,2_242_u,Are you still enjoying your nap?,0:04,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,3.0,8.0
1_S12E23_389,1_S12E23_389_u,"Heck, you've had sex almost as many times as I have fingers.",0:4.603999,PENNY,BBT,1.0,EMB,Ridicule,Excitement,2.0,8.0
3_S04E02_326,3_S04E02_326_u,"I mean, I knew Dinesh was going to fuck this all up, but honestly, this couldn't get any better.",0:7.720000,GILFOYLE,SV,1.0,EMB,Disgust,Happiness,4.0,7.0
1_4352,1_4352_u,He does it all the time. He's a cornucopia of social awkwardness.,0:07,SHELDON,BBT,0.0,NONE,Sadness,Sadness,3.0,7.0
1_430,1_430_u,"I've got some feelers out. In the meantime, listen to this.",0:05,RAJ,BBT,0.0,NONE,Excitement,Excitement,7.0,7.0
1_S10E06_091,1_S10E06_091_u,Are you kidding? I once paid $20 for Theo Sassler's signature.,0:03.542000,LEONARD,BBT,0.0,NONE,Surprise,Neutral,6.0,6.0
2_43,2_43_u,"Well, y'know I'm 29. I mean who needs a savings account.",0:03,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Excitement,4.0,6.0
3_S06E07_272,3_S06E07_272_u,That you're an alcoholic?,0:1.459000,DINESH,SV,1.0,ILL,Ridicule,Surprise,4.0,6.0
1_S12E09_207,1_S12E09_207_u,Okay.,0:01.833000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E02_205,1_S11E02_205_u,"Well, that's why I brought the bottle.",0:03.060000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_5758,1_5758_u,"Oh, I could so see you being the face of hemorrhoids.",0:05,AMY,BBT,1.0,PRO,Disgust,Neutral,3.0,7.0
1_S12E04_055,1_S12E04_055_u,"Yeah, so did the koala.",0:02.134000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_4281,1_4281_u,It was the kind of thing that makes it kind of hard to face her now.,0:05,HOWARD,BBT,0.0,NONE,Sadness,Sadness,4.0,5.0
2_148,2_148_u,"Hey, that's Joincidence with a C",0:04,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Excitement,4.0,8.0
2_462,2_462_u,"No Rose, at a pie eating contest.",0:05,DOROTHY,GOLDENGIRLS,1.0,PRO,Frustration,Neutral,4.0,7.0
1_6092,1_6092_u,"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.",0:09,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_326,2_326_u,Stick to the list.,0:02,ROSS,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
1_9993,1_9993_u,"Well, my beer isn't flat and my rack's not saggy. So far, the future's great.",0:05,PENNY,BBT,1.0,PRO,Frustration,Happiness,4.0,7.0
1_S09E02_392,1_S09E02_392_u,"Oh. Oh, my God, that is the most beautiful thing anyone's ever said to me. Yeah?",0:05.504000,PENNY,BBT,0.0,NONE,Surprise,Surprise,7.0,8.0
2_607,2_607_u,Hey.,0:01,PERSON,FRIENDS,0.0,NONE,Excitement,Excitement,6.0,6.0
1_S10E06_003,1_S10E06_003_u,I got asked to sign autographs there.,0:01.834000,PENNY,BBT,0.0,NONE,Sadness,Neutral,4.0,5.0
1_3333,1_3333_u,"Okay, I got a bone to pick with you.",0:04,HOWARD,BBT,0.0,NONE,Anger,Anger,4.0,6.0
1_6188,1_6188_u,"Oh, my God, that's where I know you from.",0:04,PENNY,BBT,1.0,PRO,Disgust,Surprise,4.0,6.0
2_263,2_263_u,Wow! Imagine what our kids would look like!,0:02,MONICA,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
1_7722,1_7722_u,Exactly what it was half an hour ago. It's like you're not even trying to get better.,0:08,SHELDON,BBT,1.0,PRO,Sadness,Neutral,4.0,6.0
3_S01E04_356,3_S01E04_356_u,"is a perfect example of you having no vision, no balls and no game. Maybe he did blow him. Well, love and hate. It's all passion.",0:10.130000,GILFOYLE,SV,0.0,NONE,Anger,Anger,3.0,8.0
1_S10E04_158,1_S10E04_158_u,I'm trying to think of an answer,0:02.200000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_289,2_289_u,"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",0:1,MONICA,FRIENDS,1.0,ILL,Ridicule,Excitement,3.0,7.0
1_6769,1_6769_u,"Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.",0:07,AMY,BBT,1.0,PRO,Disgust,Neutral,3.0,7.0
1_S12E07_169,1_S12E07_169_u,"You know, if it's that easy, then why does Leonard have to drive you to work every day?",0:04.102000,PENNY,BBT,0.0,NONE,Disgust,Disgust,4.0,6.0
1_10009,1_10009_u,"Let the dead man talk. So, why do you think that?",0:05,PENNY,BBT,0.0,NONE,Happiness,Happiness,6.0,5.0
1_2853,1_2853_u,"Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",0:1,SHELDON,BBT,1.0,EMB,Frustration,Neutral,3.0,7.0
1_S12E19_143,1_S12E19_143_u,Numb your brain with alcohol and watch a reality show where wealthy people pick fake arguments with each other?,0:4.972,SHELDON,BBT,1.0,PRO,Disgust,Surprise,3.0,7.0
2_427,2_427_u,"Oh-oh, that's a risky little game!",0:02,RACHEL,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_589,2_589_u,Well why don't you check in one of my saddle bags while I chew on a bale of hay.,0:05,CHANDLER,FRIENDS,1.0,EMB,Anger,Neutral,4.0,8.0
